PMID	DOI	Title	PMCID
	10.1016/B978-0-12-382219-2.00146-0	The i-AAA Protease : 	
26754340	10.1016/j.tem.2015.12.001	Mitochondrial Dynamics and Metabolic Regulation : 	
27737933	10.15252/embr.201642698	The membrane scaffold SLP2 anchors a proteolytic hub in mitochondria containing PARL and the i-AAA protease YME1L : 	PMC5283581
25758223	10.1242/dev.113829	A Grhl2-dependent gene network controls trophoblast branching morphogenesis : 	PMC6517833
7671442		Use of primary cultures and continuous cell lines to study effects on astrocytic regulatory functions : 	
27730721	10.1111/acel.12539	LIN-28 balances longevity and germline stem cell number in Caenorhabditis elegans through let-7/AKT/DAF-16 axis : 	PMC5242300
27730721	10.1111/acel.12539	LIN-28 balances longevity and germline stem cell number in Caenorhabditis elegans through let-7/AKT/DAF-16 axis : 	PMC5242300
18332223	10.1083/jcb.200707175	Integrin-linked kinase stabilizes myotendinous junctions and protects muscle from stress-induced damage : 	PMC2265410
18332223	10.1083/jcb.200707175	Integrin-linked kinase stabilizes myotendinous junctions and protects muscle from stress-induced damage : 	PMC2265410
18332223	10.1083/jcb.200707175	Integrin-linked kinase stabilizes myotendinous junctions and protects muscle from stress-induced damage : 	PMC2265410
18332223	10.1083/jcb.200707175	Integrin-linked kinase stabilizes myotendinous junctions and protects muscle from stress-induced damage : 	PMC2265410
11259653	10.1073/pnas.061038798	Increased in vivo apoptosis in cells lacking mitochondrial DNA gene expression : 	PMC31175
9916807	10.1038/5089	Dilated cardiomyopathy and atrioventricular conduction blocks induced by heart-specific inactivation of mitochondrial DNA gene expression : 	
27911893	10.1371/journal.pgen.1006463	The Mitochondrial m-AAA Protease Prevents Demyelination and Hair Greying : 	PMC5135034
24819950	10.1371/journal.pone.0096940	Addressing RNA integrity to determine the impact of mitochondrial DNA mutations on brain mitochondrial function with age : 	PMC4018447
23090476	10.1038/embor.2012.161	In vivo mutagenesis reveals that OriL is essential for mitochondrial DNA replication : 	PMC3513414
16201868	10.1515/BC.2005.086	Novel insights into the mechanism of chaperone-assisted protein disaggregation : 	
15550247	10.1016/j.cell.2004.11.027	Thermotolerance requires refolding of aggregated proteins by substrate translocation through the central pore of ClpB : 	
3040603		Stable transfection of a human lymphoma line by sub-genomic fragments of Epstein-Barr virus DNA to measure humoral and cellular immunity to the corresponding proteins : 	
20951348	10.1016/j.devcel.2010.09.007	Integrin-Linked Kinase Controls Microtubule Dynamics Required for Plasma Membrane Targeting of Caveolae : 	PMC2977078
20951348	10.1016/j.devcel.2010.09.007	Integrin-Linked Kinase Controls Microtubule Dynamics Required for Plasma Membrane Targeting of Caveolae : 	PMC2977078
20033063	10.1038/emboj.2009.376	The ILK/PINCH/parvin complex: the kinase is dead, long live the pseudokinase! : 	PMC2824469
20033063	10.1038/emboj.2009.376	The ILK/PINCH/parvin complex: the kinase is dead, long live the pseudokinase! : 	PMC2824469
19893491	10.1038/emboj.2009.317	CYLD negatively regulates cell-cycle progression by inactivating HDAC6 and increasing the levels of acetylated tubulin : 	PMC2775896
19893491	10.1038/emboj.2009.317	CYLD negatively regulates cell-cycle progression by inactivating HDAC6 and increasing the levels of acetylated tubulin : 	PMC2775896
12359771		Endostatin associates with integrin alpha5beta1 and caveolin-1, and activates Src via a tyrosyl phosphatase-dependent pathway in human endothelial cells : 	
12851410	10.1074/jbc.M303569200	Endostatin associates with lipid rafts and induces reorganization of the actin cytoskeleton via down-regulation of RhoA activity : 	
19686676	10.1016/j.devcel.2009.07.023	Integrins anchor the invasive machinery : 	
21440440	S0962-8924(11)00032-8 [pii] 10.1016/j.tcb.2011.02.003	Regulation of membrane traffic by integrin signaling : 	
16262120		Degradation products of endothelial basement membranes: their role as tumor suppressor : 	
12842077		Matrix reloaded to circulation hits the tumor target : 	
20951348	10.1016/j.devcel.2010.09.007	Integrin-linked kinase controls microtubule dynamics required for plasma membrane targeting of caveolae : 	PMC2977078
20951348	10.1016/j.devcel.2010.09.007	Integrin-linked kinase controls microtubule dynamics required for plasma membrane targeting of caveolae : 	PMC2977078
20033063	10.1038/emboj.2009.376	The ILK/PINCH/parvin complex: the kinase is dead, long live the pseudokinase! : 	PMC2824469
20033063	10.1038/emboj.2009.376	The ILK/PINCH/parvin complex: the kinase is dead, long live the pseudokinase! : 	PMC2824469
19893491	10.1038/emboj.2009.317	CYLD negatively regulates cell-cycle progression by inactivating HDAC6 and increasing the levels of acetylated tubulin : 	PMC2775896
19893491	10.1038/emboj.2009.317	CYLD negatively regulates cell-cycle progression by inactivating HDAC6 and increasing the levels of acetylated tubulin : 	PMC2775896
21421914	cshperspect.a005116 [pii] 10.1101/cshperspect.a005116	Genetic analyses of integrin signaling : 	PMC3039529
11522648		Endostatin-induced modulation of plasminogen activation with concomitant loss of focal adhesions and actin stress fibers in cultured human endothelial cells : 	
20862215	10.1371/journal.pone.0012790	Intracellular trafficking and synaptic function of APL-1 in Caenorhabditis elegans : 	PMC2942829
22363792	10.1371/journal.pone.0032038	Regulation of neuronal APL-1 expression by cholesterol starvation : 	PMC3283687
20739318	rspb.2010.1390 [pii]10.1098/rspb.2010.1390	Insulin signalling regulates remating in female Drosophila : 	PMC3013413
	10.1016/B978-0-12-382219-2.00383-5	ATP23 Peptidase : 	
25008111	10.1093/hmg/ddu352	A human mitochondrial poly(A) polymerase mutation reveals the complexities of post-transcriptional mitochondrial gene expression : 	PMC4222368
22634595	10.1038/ncb2508	Caenorhabditis elegans screen reveals role of PAR-5 in RAB-11-recycling endosome positioning and apicobasal cell polarity : 	
21495846	10.1146/annurev-biochem-081308-165917	Sterol regulation of metabolism, homeostasis, and development : 	PMC3918218
22505847	10.1371/journal.pbio.1001305	A novel 3-hydroxysteroid dehydrogenase that regulates reproductive development and longevity : 	PMC3323522
21749634	10.1111/j.1474-9726.2011.00733.x	The Rieske oxygenase DAF-36 functions as a cholesterol 7-desaturase in steroidogenic pathways governing longevity : 	PMC3909771
18309307	nmeth0308-214 [pii]10.1038/nmeth0308-214	Pitfalls of measuring feeding rate in the fruit fly Drosophila melanogaster : 	PMC4335172
19557170	10.1371/journal.pone.0006063	Quantification of food intake in Drosophila : 	PMC2698149
25282103	10.1038/ng.3097	Defining the role of common variation in the genomic and biological architecture of adult human height : 	PMC4250049
16996481	10.1016/j.bbrc.2006.09.029	Respiratory chain dysfunction in skeletal muscle does not cause insulin resistance : 	
23300484	10.1371/journal.pgen.1003178	MTERF3 regulates mitochondrial ribosome biogenesis in invertebrates and mammals : 	PMC3536695
12417746	10.1073/pnas.232591499	Increased mitochondrial mass in mitochondrial myopathy mice : 	PMC137544
26015403	10.18632/oncotarget.4215	DNA methylation and cognitive aging : 	PMC4546441
20456017	10.1111/j.1471-4159.2010.06782.x	Dietary restriction mitigates cocaine-induced alterations of olfactory bulb cellular plasticity and gene expression, and behavior : 	PMC2902793
17988385	10.1186/gb-2007-8-11-r234	Gene expression atlas of the mouse central nervous system: impact and interactions of age, energy intake and gender : 	PMC2258177
11752456	10.1073/pnas.241522398	Insight into hepatocellular carcinogenesis at transcriptome level by comparing gene expression profiles of hepatocellular carcinoma with those of corresponding noncancerous liver : 	PMC64988
11251115	10.1126/science.1056957	Role of the ABC transporter Mdl1 in peptide export from mitochondria : 	
18081424	10.1371/journal.pgen.0030201	AGEMAP: a gene expression database for aging in mice : 	PMC2098796
19367708		Solid tumor proteome and phosphoproteome analysis by high resolution mass spectrometry : 	
23375375	10.1016/j.celrep.2013.01.003	In vivo SILAC-based proteomics reveals phosphoproteome changes during mouse skin carcinogenesis : 	
16244364	10.1385/CBB:43:3:379	Conservation and variation of gene regulation in embryonic stem cells assessed by comparative genomics : 	
11489473		Effects of Matrine on proliferation and differentiation in K-562 cells : 	
16539655	10.1111/j.1471-4159.2006.03779.x	TRF2 dysfunction elicits DNA damage responses associated with senescence in proliferating neural cells and differentiation of neurons : 	
23820384	10.1016/j.bbrc.2013.06.082	Ten-eleven translocation (Tet) and thymine DNA glycosylase (TDG), components of the demethylation pathway, are direct targets of miRNA-29a : 	PMC3767426
15723529	10.1021/bi048510j	Binding of endostatin to phosphatidylserine-containing membranes and formation of amyloid-like fibers : 	
26249811	10.1093/bioinformatics/btv463	SurvCurv database and online survival analysis platform update : 	PMC4653391
18207742	10.1016/j.cub.2007.12.055	The mammalian SPD-2 ortholog Cep192 regulates centrosome biogenesis : 	
18434326	10.1093/hmg/ddn133	Progressive loss of mitochondrial DNA in thymidine kinase 2-deficient mice : 	
	10.1039/C8AY00396C 	A novel EI-GC/MS method for the accurate quantification of anti-aging compound oleoylethanolamine in C. elegans : 	
29710796	10.3390/ijms19051315	DNA Methyltransferases, DNA Methylation, and Age-Associated Cognitive Function : 	PMC5983821
29864721	10.1016/j.ceb.2018.05.003	Cell adhesion and mechanics as drivers of tissue organization and differentiation: local cues for large scale organization : 	
30068689	10.1242/dev.165399	Signaling in the stem cell niche: regulating cell fate, function and plasticity : 	
WOS:000466360300001	ARTN 697210.1038/s41598-019-43122-9	Lipidome determinants of maximal lifespan in mammals  : 	
31344129	10.1371/journal.ppat.1007727	Microbiome evolution during host aging : 	PMC6657895
31570569	10.1073/pnas.1913212116 	A triple drug combination targeting components of the nutrient-sensing network maximizes longevity : 	PMC6800352
32766765	10.1093/hmg/ddaa176	DARS2 is indispensable for Purkinje cell survival and protects against cerebellar ataxia : 	
33054419	10.1089/crispr.2019.0066	A Flexible, Pooled CRISPR Library for Drug Development Screens : 	PMC7567641
32430757	10.1007/s00404-020-05600-8	Systematic lymphadenectomy in early stage endometrial cancer : 	
33811323	10.1111/aogs.14157	Contralateral lymph node metastases in patients with vulvar cancer and unilateral sentinel lymph node metastases : 	
28902870	10.1371/journal.pbio.2001655	Reduced insulin signaling maintains electrical transmission in a neural circuit in aging flies : 	PMC5597081
28533206	10.1242/dev.152975	Myostatin-like proteins regulate synaptic function and neuronal morphology : 	PMC5536874
25051430		Stress and the central circadian clock : 	
28989335	10.1007/s11306-017-1263-2	Estimation of metabolite networks with regard to a specific covariable: applications to plant and human data : 	PMC5610247
28802547	10.1016/j.tibs.2017.07.001	Good Ol' Fat: Links between Lipid Signaling and Longevity : 	PMC6231542
28811278	10.1083/jcb.201707090	Lipodystrophic laminopathy: Lamin A mutation relaxes chromatin architecture to impair adipogenesis : 	PMC5584192
28093074	10.1186/s13059-016-1130-x	Insights into the design and interpretation of iCLIP experiments : 	PMC5240381
28512295	10.1038/s41598-017-02021-7	cAMP-dependent cell differentiation triggered by activated CRHR1 in hippocampal neuronal cells : 	PMC5434020
28455971	10.18632/aging.101221	2nd interventions in aging conference : 	PMC5425116
28253260	10.1371/journal.pgen.1006593	Direct Keap1-Nrf2 disruption as a potential therapeutic target for Alzheimer's disease : 	PMC5333801
28406400	10.7554/eLife.23872	The RNF168 paralog RNF169 defines a new class of ubiquitylated histone reader involved in the response to DNA damage : 	PMC5426901
29132502	10.7554/eLife.30952	Transcriptomic and proteomic landscape of mitochondrial dysfunction reveals secondary coenzyme Q deficiency in mammals : 	PMC5703644
29255251	10.1038/s41598-017-18172-6	Dual direction CRISPR transcriptional regulation screening uncovers gene networks driving drug resistance : 	PMC5735189
28394895	10.1371/journal.pgen.1006717	Larval crowding accelerates C. elegans development and reduces lifespan : 	PMC5402976
28380371	10.1016/j.cmet.2017.03.009	The Enigma of the Respiratory Chain Supercomplex : 	
28646093	10.1242/jcs.202192	Emerging roles of mechanical forces in chromatin regulation : 	
28420437	10.1186/s40478-017-0432-x	Bidirectional nucleolar dysfunction in C9orf72 frontotemporal lobar degeneration : 	PMC5395972
28364657	10.1016/j.gde.2017.01.006	Genetic models of C9orf72: what is toxic? : 	
28826468		The short-lived African turquoise killifish (Nothobranchius furzeri): a new model system for research on ageing. : 	PMC5582868
28977441	10.1093/hmg/ddx247	Ageing as a risk factor for ALS/FTD : 	
28823676	10.1016/j.cub.2017.07.019	Differential Phase Arrangement of Cellular Clocks along the Tonotopic Axis of the Mouse Cochlea Ex Vivo : 	PMC6899219
29211978	10.1016/j.cmet.2017.11.010	RevAMPing Mitochondrial Shape to Live Longer : 	
33634751	10.1080/15548627.2020.1797280	Guidelines for the use and interpretation of assays for monitoring autophagy (4th edition) : 	PMC7996087
28273481	10.1016/j.cmet.2017.02.005	Matching Dietary Amino Acid Balance to the In Silico-Translated Exome Optimizes Growth and Reproduction without Cost to Lifespan : 	PMC5355364
